Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref4173,cid4637898,Printed works,Books,"Levy, David. Washington, DC, A congressional record from the 27rd congress, 3rd Session on the contested Florida election of David Levy, an American politician from Florida and the first Jewish member of the United States Senate","A congressional record from the 27rd congress, 3rd Session on the contested Florida election of David Levy, an American politician from Florida and the first Jewish member of the United States Senate","Levy, David",,,"Washington, DC",1842 December 14,Drawer,Mixed materials,David Yulee,Folder,14,doc_dy_14_1r.tif; doc_dy_14_1v.tif; doc_dy_14_2r.tif; doc_dy_14_2v.tif; doc_dy_14_3r.tif; doc_dy_14_3v.tif; doc_dy_14_4r.tif; doc_dy_14_4v.tif; doc_dy_14_5r.tif; doc_dy_14_5v.tif; doc_dy_14_6r.tif; doc_dy_14_6v.tif; doc_dy_14_7r.tif; doc_dy_14_7v.tif; doc_dy_14_8r.tif; doc_dy_14_8v.tif
ref4174,cid4637897,Printed works,Books,"Levy, David. Washington, DC, A congressional record of David (Yulee) Levy's important speech, ""On the Army Appropriation Bill."" David Yulee Levy was an American politician from Florida and the first Jewish member of the United States Senate","A congressional record of David (Yulee) Levy's important speech, ""On the Army Appropriation Bill."" David Yulee Levy was an American politician from Florida and the first Jewish member of the United States Senate","Levy, David",,,"Washington, DC",1842 June 12,Drawer,Mixed materials,David Yulee,Folder,10,doc_dy_10_1r.tif; doc_dy_10_1v.tif; doc_dy_10_2r.tif; doc_dy_10_2v.tif; doc_dy_10_3r.tif; doc_dy_10_3v.tif; doc_dy_10_4r.tif; doc_dy_10_4v.tif; doc_dy_10_5r.tif; doc_dy_10_5v.tif; doc_dy_10_6r.tif; doc_dy_10_6v.tif; doc_dy_10_7r.tif; doc_dy_10_7v.tif; doc_dy_10_8r.tif; doc_dy_10_8v.tif
ref4175,cid4637896,Printed works,Books,"Levy, David. Washington, DC, A congressional record of the ""Constitution Adopted by the People of Florida December 1838,"" presented to Congress by David (Yulee) Levy, an American politician from Florida and the first Jewish member of the United States Senate","A congressional record of the ""Constitution Adopted by the People of Florida December 1838,"" presented to Congress by David (Yulee) Levy, an American politician from Florida and the first Jewish member of the United States Senate","Levy, David",,,"Washington, DC",1842 May 9,Drawer,Mixed materials,David Yulee,Folder,17,doc_dy_17_1r.tif; doc_dy_17_1v.tif; doc_dy_17_2r.tif; doc_dy_17_2v.tif; doc_dy_17_3r.tif; doc_dy_17_3v.tif; doc_dy_17_4r.tif; doc_dy_17_4v.tif; doc_dy_17_5r.tif; doc_dy_17_5v.tif; doc_dy_17_6r.tif; doc_dy_17_6v.tif; doc_dy_17_7r.tif; doc_dy_17_7v.tif; doc_dy_17_8r.tif; doc_dy_17_8v.tif; doc_dy_17_9r.tif; doc_dy_17_9v.tif; doc_dy_17_10r.tif; doc_dy_17_10v.tif; _dy_17_11r.tif; doc_dy_17_11v.tif; doc_dy_17_12r.tif; doc_dy_17_12v.tif; doc_dy_17_13r.tif; doc_dy_17_13v.tif
ref4176,cid4637895,Printed works,Books,"Levy, Uriah P. Washington, DC, Congressional record from the 34th congress, 1st secession, to accompany Senate bill 113, which lists Uriah P. Levy as having been dropped from the navy","Congressional record from the 34th congress, 1st secession, to accompany Senate bill 113, which lists Uriah P. Levy as having been dropped from the navy","Levy, Uriah P.",,,"Washington, DC",1856 February 25,Drawer,Mixed materials,Revolutionary War,Folder,16,doc_rw_16_1r.tif; doc_rw_16_1v.tif; doc_rw_16_2r.tif; doc_rw_16_2v.tif; doc_rw_16_3r.tif; doc_rw_16_3v.tif; doc_rw_16_4r.tif; doc_rw_16_4v.tif; doc_rw_16_5r.tif; doc_rw_16_5v.tif; doc_rw_16_6r.tif; doc_rw_16_6v.tif; doc_rw_16_7r.tif; doc_rw_16_7v.tif; doc_rw_16_8r.tif; doc_rw_16_8v.tif; doc_rw_16_9r.tif; doc_rw_16_9v.tif; doc_rw_16_10r.tif; doc_rw_16_10v.tif; doc_rw_16_11r.tif; doc_rw_16_11v.tif; doc_rw_16_12r.tif; doc_rw_16_12v.tif; doc_rw_16_13r.tif; doc_rw_16_14r.tif; doc_rw_16_14v.tif; doc_rw_16_15r.tif; doc_rw_16_15v.tif; doc_rw_16_16r.tif; doc_rw_16_16v.tif; doc_rw_16_17r.tif; doc_rw_16_17v.tif; doc_rw_16_18r.tif; doc_rw_16_18v.tif; doc_rw_16_19r.tif; doc_rw_16_19v.tif; doc_rw_16_20r.tif; doc_rw_16_20v.tif; doc_rw_16_21r.tif; doc_rw_16_21v.tif; doc_rw_16_22r.tif; doc_rw_16_22v.tif; doc_rw_16_23r.tif; doc_rw_16_23v.tif; doc_rw_16_24r.tif; doc_rw_16_24v.tif; doc_rw_16_25r.tif; doc_rw_16_25v.tif
ref4177,cid4637894,Printed works,Books,"Lobo, Moses F. Philadelphia, PA, A scrapbook put together by Moses F. Lobo, a Jewish newspaper reporter in Philadelphia, PA","A scrapbook put together by Moses F. Lobo, a Jewish newspaper reporter in Philadelphia, PA","Lobo, Moses F.",,,"Philadelphia, PA",1856 November 30,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 150,doc_ja_phil_150_1r.tif; doc_ja_phil_150_1v.tif; doc_ja_phil_150_2r.tif; doc_ja_phil_150_2v.tif; doc_ja_phil_150_3r.tif; doc_ja_phil_150_3v.tif; doc_ja_phil_150_4r.tif; doc_ja_phil_150_4v.tif; doc_ja_phil_150_5r.tif; doc_ja_phil_150_5v.tif; doc_ja_phil_150_6r.tif; doc_ja_phil_150_6v.tif; doc_ja_phil_150_7r.tif; doc_ja_phil_150_7v.tif; doc_ja_phil_150_8r.tif; doc_ja_phil_150_8v.tif; doc_ja_phil_150_9r.tif; doc_ja_phil_150_9v.tif; doc_ja_phil_150_10r.tif; doc_ja_phil_150_10v.tif; doc_ja_phil_150_11r.tif; doc_ja_phil_150_11v.tif; doc_ja_phil_150_12r.tif; doc_ja_phil_150_12v.tif; doc_ja_phil_150_13r.tif; doc_ja_phil_150_13v.tif; doc_ja_phil_150_14r.tif; doc_ja_phil_150_14v.tif; doc_ja_phil_150_15r.tif; doc_ja_phil_150_15v.tif; doc_ja_phil_150_16r.tif; doc_ja_phil_150_16v.tif; doc_ja_phil_150_17r.tif; doc_ja_phil_150_17v.tif; doc_ja_phil_150_18r.tif; doc_ja_phil_150_18v.tif; doc_ja_phil_150_19r.tif; doc_ja_phil_150_19v.tif; doc_ja_phil_150_20r.tif; doc_ja_phil_150_20v.tif; doc_ja_phil_150_21r.tif; doc_ja_phil_150_21v.tif; doc_ja_phil_150_22r.tif; doc_ja_phil_150_22v.tif; doc_ja_phil_150_23r.tif; doc_ja_phil_150_23v.tif; doc_ja_phil_150_24r.tif; doc_ja_phil_150_24v.tif; doc_ja_phil_150_25r.tif; doc_ja_phil_150_25v.tif; doc_ja_phil_150_26r.tif; doc_ja_phil_150_26v.tif; doc_ja_phil_150_27r.tif; doc_ja_phil_150_27v.tif; doc_ja_phil_150_28r.tif; doc_ja_phil_150_28v.tif; doc_ja_phil_150_29r.tif; doc_ja_phil_150_29v.tif; doc_ja_phil_150_30r.tif; doc_ja_phil_150_30v.tif; doc_ja_phil_150_31r.tif; doc_ja_phil_150_31v.tif; doc_ja_phil_150_32r.tif; doc_ja_phil_150_32v.tif; doc_ja_phil_150_33r.tif; doc_ja_phil_150_33v.tif; doc_ja_phil_150_34r.tif; doc_ja_phil_150_34v.tif; doc_ja_phil_150_35r.tif; doc_ja_phil_150_35v.tif; doc_ja_phil_150_36r.tif; doc_ja_phil_150_36v.tif; doc_ja_phil_150_37r.tif; doc_ja_phil_150_37v.tif; doc_ja_phil_150_38r.tif; doc_ja_phil_150_38v.tif; doc_ja_phil_150_39r.tif; doc_ja_phil_150_39v.tif; doc_ja_phil_150_40r.tif; doc_ja_phil_150_40v.tif; doc_ja_phil_150_41r.tif; doc_ja_phil_150_41v.tif; doc_ja_phil_150_42r.tif; doc_ja_phil_150_42v.tif; doc_ja_phil_150_43r.tif; doc_ja_phil_150_43v.tif; doc_ja_phil_150_44r.tif; doc_ja_phil_150_44v.tif; doc_ja_phil_150_45r.tif; doc_ja_phil_150_45v.tif; doc_ja_phil_150_46r.tif; doc_ja_phil_150_46v.tif; doc_ja_phil_150_47r.tif; doc_ja_phil_150_47v.tif 
ref4178,cid4637893,Printed works,Books,"Massias, Abraham A. Washington, DC",,"Massias, Abraham A.",,,"Washington, DC",1832 December 12,Drawer,Mixed materials,Revolutionary War,Folder,24,doc_rw_24_1r.tif; doc_rw_24_1v.tif; doc_rw_24_2r.tif; doc_rw_24_2v.tif; doc_rw_24_3r.tif; doc_rw_24_3v.tif; doc_rw_24_4r.tif; doc_rw_24_4v.tif; doc_rw_24_5r.tif; doc_rw_24_5v.tif; doc_rw_24_6r.tif; doc_rw_24_6v.tif; doc_rw_24_7r.tif; doc_rw_24_7v.tif; doc_rw_24_8r.tif; doc_rw_24_8v.tif; doc_rw_24_9r.tif; doc_rw_24_9v.tif
ref4179,cid4637892,Printed works,Books,"Massias, Abraham A. Washington, DC",,"Massias, Abraham A.",,,"Washington, DC",1832 December 12,Drawer,Mixed materials,Revolutionary War,Folder,23,doc_rw_23_1r.tif; doc_rw_23_1v.tif; doc_rw_23_2r.tif; doc_rw_23_2v.tif; doc_rw_23_3r.tif; doc_rw_23_3v.tif; doc_rw_23_4r.tif; doc_rw_23_4v.tif; doc_rw_23_5r.tif; doc_rw_23_5v.tif; doc_rw_23_6r.tif; doc_rw_23_6v.tif; doc_rw_23_7r.tif; doc_rw_23_7v.tif; doc_rw_23_8r.tif; doc_rw_23_8v.tif; doc_rw_23_9r.tif; doc_rw_23_9v.tif
ref4180,cid4637891,Printed works,Books,"Mayer, Abraham. San Francisco, CA, Constitution and bylaws of the association of territorial pioneers of California. Owned and signed by Abraham Mayer",Constitution and bylaws of the association of territorial pioneers of California. Owned and signed by Abraham Mayer,"Mayer, Abraham",,,"San Francisco, CA",1874,Drawer,Mixed materials,Judaica Americana,Folder,CA 321,doc_ja_ca_321_1r.tif; doc_ja_ca_321_1v.tif; doc_ja_ca_321_2r.tif; doc_ja_ca_321_2v.tif; doc_ja_ca_321_3r.tif; doc_ja_ca_321_3v.tif; doc_ja_ca_321_4r.tif; doc_ja_ca_321_4v.tif; doc_ja_ca_321_5r.tif; doc_ja_ca_321_5v.tif; doc_ja_ca_321_6r.tif; doc_ja_ca_321_6v.tif; doc_ja_ca_321_7r.tif; doc_ja_ca_321_7v.tif; doc_ja_ca_321_8r.tif; doc_ja_ca_321_8v.tif; doc_ja_ca_321_9r.tif; doc_ja_ca_321_9v.tif; doc_ja_ca_321_10r.tif; doc_ja_ca_321_10v.tif; doc_ja_ca_321_11r.tif; doc_ja_ca_321_11v.tif; doc_ja_ca_321_12r.tif; doc_ja_ca_321_12v.tif; doc_ja_ca_321_13r.tif; doc_ja_ca_321_13v.tif; doc_ja_ca_321_14r.tif; doc_ja_ca_321_14v.tif; doc_ja_ca_321_15r.tif; doc_ja_ca_321_15v.tif; doc_ja_ca_321_16r.tif; doc_ja_ca_321_16v.tif; doc_ja_ca_321_17r.tif; doc_ja_ca_321_17v.tif; doc_ja_ca_321_18r.tif; doc_ja_ca_321_18v.tif; doc_ja_ca_321_19r.tif; doc_ja_ca_321_19v.tif; doc_ja_ca_321_20r.tif; doc_ja_ca_321_20v.tif; doc_ja_ca_321_21r.tif; doc_ja_ca_321_21v.tif; doc_ja_ca_321_22r.tif; doc_ja_ca_321_22v.tif; doc_ja_ca_321_23r.tif; doc_ja_ca_321_23v.tif; doc_ja_ca_321_24r.tif; doc_ja_ca_321_24v.tif; doc_ja_ca_321_25r.tif; doc_ja_ca_321_25v.tif
ref4181,cid4637890,Printed works,Books,"Merrill, Rufus. Concord, NH, Children's book",Children's book,"Merrill, Rufus",,,"Concord, NH",1843,Drawer,Mixed materials,Christian-Jewish Relations,Folder,25,doc_ja_cj_25_1r.tif; doc_ja_cj_25_1v.tif; doc_ja_cj_25_2r.tif; doc_ja_cj_25_2v.tif; doc_ja_cj_25_3r.tif; doc_ja_cj_25_3v.tif; doc_ja_cj_25_4r.tif; doc_ja_cj_25_4v.tif; doc_ja_cj_25_5r.tif; doc_ja_cj_25_5v.tif; doc_ja_cj_25_6r.tif; doc_ja_cj_25_6v.tif; doc_ja_cj_25_7r.tif; doc_ja_cj_25_7v.tif; doc_ja_cj_25_8r.tif; doc_ja_cj_25_8v.tif; doc_ja_cj_25_9r.tif; doc_ja_cj_25_9v.tif; doc_ja_cj_25_10r.tif; doc_ja_cj_25_10v.tif
ref4182,cid4637889,Printed works,Books,"Meyers, Mordecai. New York, NY, Memorial of the auctioneers of the city of New York. Mordecai Meyers (1777-1871) is listed as one of the memorialists",Memorial of the auctioneers of the city of New York. Mordecai Meyers (1777-1871) is listed as one of the memorialists,"Meyers, Mordecai",,,"New York, NY",1821 January 3,Drawer,Mixed materials,Judaica Americana,Folder,NYC 951,doc_ja_nyc_951_1r.tif; doc_ja_nyc_951_1v.tif; doc_ja_nyc_951_2r.tif; doc_ja_nyc_951_2v.tif; doc_ja_nyc_951_3r.tif; doc_ja_nyc_951_3v.tif; doc_ja_nyc_951_4r.tif; doc_ja_nyc_951_4v.tif; doc_ja_nyc_951_5r.tif; doc_ja_nyc_951_5v.tif; doc_ja_nyc_951_6r.tif; doc_ja_nyc_951_6v.tif
ref4183,cid4637888,Printed works,Books,"Moncrieff, W. T. New York, NY, A play titled, ""The Jewess; Or, The Council of Constance.""","A play titled, ""The Jewess; Or, The Council of Constance.""","Moncrieff, W. T.",,,"New York, NY",1840,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2027,doc_ja_nycp_2027_1r.tif; doc_ja_nycp_2027_1v.tif; doc_ja_nycp_2027_2r.tif; doc_ja_nycp_2027_2v.tif; doc_ja_nycp_2027_3r.tif; doc_ja_nycp_2027_3v.tif; doc_ja_nycp_2027_4r.tif; doc_ja_nycp_2027_4v.tif; doc_ja_nycp_2027_5r.tif; doc_ja_nycp_2027_5v.tif; doc_ja_nycp_2027_6r.tif; doc_ja_nycp_2027_6v.tif; doc_ja_nycp_2027_7r.tif; doc_ja_nycp_2027_7v.tif; doc_ja_nycp_2027_8r.tif; doc_ja_nycp_2027_8v.tif; doc_ja_nycp_2027_9r.tif; doc_ja_nycp_2027_9v.tif; doc_ja_nycp_2027_10r.tif; doc_ja_nycp_2027_10v.tif; doc_ja_nycp_2027_11r.tif; doc_ja_nycp_2027_11v.tif; doc_ja_nycp_2027_12r.tif; doc_ja_nycp_2027_12v.tif; doc_ja_nycp_2027_13r.tif; doc_ja_nycp_2027_13v.tif; doc_ja_nycp_2027_14r.tif; doc_ja_nycp_2027_14v.tif; doc_ja_nycp_2027_15r.tif; doc_ja_nycp_2027_15v.tif; doc_ja_nycp_2027_16r.tif; doc_ja_nycp_2027_16v.tif; doc_ja_nycp_2027_17r.tif; doc_ja_nycp_2027_17v.tif; doc_ja_nycp_2027_18r.tif; doc_ja_nycp_2027_18v.tif; doc_ja_nycp_2027_19r.tif; doc_ja_nycp_2027_19v.tif; doc_ja_nycp_2027_20r.tif; doc_ja_nycp_2027_20v.tif; doc_ja_nycp_2027_21r.tif; doc_ja_nycp_2027_21v.tif; doc_ja_nycp_2027_22r.tif; doc_ja_nycp_2027_22v.tif; doc_ja_nycp_2027_23r.tif; doc_ja_nycp_2027_23v.tif; doc_ja_nycp_2027_24r.tif; doc_ja_nycp_2027_24v.tif; doc_ja_nycp_2027_25r.tif; doc_ja_nycp_2027_25v.tif; doc_ja_nycp_2027_26r.tif; doc_ja_nycp_2027_26v.tif; doc_ja_nycp_2027_27r.tif; doc_ja_nycp_2027_27v.tif; doc_ja_nycp_2027_28r.tif; doc_ja_nycp_2027_28v.tif; doc_ja_nycp_2027_29r.tif; doc_ja_nycp_2027_29v.tif; doc_ja_nycp_2027_30r.tif; doc_ja_nycp_2027_30v.tif; doc_ja_nycp_2027_31r.tif; doc_ja_nycp_2027_31v.tif; doc_ja_nycp_2027_32r.tif; doc_ja_nycp_2027_32v.tif; doc_ja_nycp_2027_33r.tif; doc_ja_nycp_2027_33v.tif
ref4184,cid4637887,Printed works,Books,"Mordecai, Alfred, Jr. Washington, DC",,"Mordecai, Alfred, Jr.",,,"Washington, DC",1864 July 1,Drawer,Mixed materials,Civil War,Folder,54,doc_cw_54_1r.tif; doc_cw_54_1v.tif; doc_cw_54_2r.tif; doc_cw_54_2v.tif
ref4185,cid4637886,Printed works,Books,"Mordecai, Alfred and Mordecai, D. S. Washington, DC",,"Mordecai, Alfred","Mordecai, D. S.",,"Washington, DC",1830 May 6,,,,,,doc_rw_12_1r.tif; doc_rw_12_1v.tif; doc_rw_12_2r.tif; doc_rw_12_2v.tif; doc_rw_12_3r.tif; doc_rw_12_3v.tif; doc_rw_12_4r.tif; doc_rw_12_4v.tif; doc_rw_12_5r.tif; doc_rw_12_5v.tif; doc_rw_12_6r.tif; doc_rw_12_6v.tif; doc_rw_12_7r.tif; doc_rw_12_7v.tif; doc_rw_12_8r.tif; doc_rw_12_8v.tif; doc_rw_12_9r.tif; doc_rw_12_9v.tif; doc_rw_12_10r.tif; doc_rw_12_10v.tif; doc_rw_12_11r.tif; doc_rw_12_11v.tif; doc_rw_12_12r.tif; doc_rw_12_12v.tif; doc_rw_12_13r.tif; doc_rw_12_13v.tif; doc_rw_12_14r.tif; doc_rw_12_14v.tif; doc_rw_12_15r.tif; doc_rw_12_15v.tif; doc_rw_12_16r.tif; doc_rw_12_16v.tif; doc_rw_12_17r.tif; doc_rw_12_17v.tif; doc_rw_12_18r.tif; doc_rw_12_18v.tif; doc_rw_12_19r.tif; doc_rw_12_19v.tif; doc_rw_12_20r.tif; doc_rw_12_20v.tif; doc_rw_12_21r.tif; doc_rw_12_21v.tif; doc_rw_12_22r.tif; doc_rw_12_22v.tif; doc_rw_12_23r.tif; doc_rw_12_23v.tif; doc_rw_12_24r.tif; doc_rw_12_24v.tif; doc_rw_12_25r.tif; doc_rw_12_25v.tif; doc_rw_12_26r.tif; doc_rw_12_26v.tif; doc_rw_12_27r.tif; doc_rw_12_27v.tif; doc_rw_12_28r.tif; doc_rw_12_28v.tif; doc_rw_12_29r.tif; doc_rw_12_29v.tif; doc_rw_12_30r.tif; doc_rw_12_31v.tif; doc_rw_12_32r.tif; doc_rw_12_33v.tif; doc_rw_12_34r.tif; doc_rw_12_34v.tif; doc_rw_12_35r.tif; doc_rw_12_35v.tif; doc_rw_12_36r.tif; doc_rw_12_36v.tif; doc_rw_12_37r.tif; doc_rw_12_37v.tif; doc_rw_12_38r.tif; doc_rw_12_38v.tif; doc_rw_12_39r.tif; doc_rw_12_39v.tif; doc_rw_12_40r.tif; doc_rw_12_40v.tif; doc_rw_12_41r.tif; doc_rw_12_41v.tif; doc_rw_12_42r.tif; doc_rw_12_42v.tif; doc_rw_12_43r.tif; doc_rw_12_43v.tif; doc_rw_12_44r.tif; doc_rw_12_44v.tif; doc_rw_12_45r.tif; doc_rw_12_45v.tif; doc_rw_12_46r.tif; doc_rw_12_46v.tif; doc_rw_12_47r.tif; doc_rw_12_47v.tif; doc_rw_12_48r.tif; doc_rw_12_48v.tif; doc_rw_12_49r.tif; doc_rw_12_49v.tif; doc_rw_12_50r.tif; doc_rw_12_50v.tif; doc_rw_12_51r.tif; doc_rw_12_51v.tif; doc_rw_12_52r.tif; doc_rw_12_52v.tif; doc_rw_12_53r.tif; doc_rw_12_53v.tif; doc_rw_12_54r.tif; doc_rw_12_54v.tif; doc_rw_12_55r.tif; doc_rw_12_55v.tif; doc_rw_12_56r.tif; doc_rw_12_56v.tif; doc_rw_12_57r.tif; doc_rw_12_57v.tif; doc_rw_12_58r.tif; doc_rw_12_58v.tif; doc_rw_12_59r.tif; doc_rw_12_59v.tif; doc_rw_12_60r.tif; doc_rw_12_60v.tif; doc_rw_12_61r.tif; doc_rw_12_61v.tif; doc_rw_12_62r.tif; doc_rw_12_62v.tif; doc_rw_12_63r.tif; doc_rw_12_63v.tif; doc_rw_12_64r.tif; doc_rw_12_64v.tif; doc_rw_12_65r.tif; doc_rw_12_65v.tif; doc_rw_12_66r.tif; doc_rw_12_66v.tif; doc_rw_12_67r.tif; doc_rw_12_67v.tif; doc_rw_12_68r.tif; doc_rw_12_68v.tif; doc_rw_12_69r.tif; doc_rw_12_69v.tif; doc_rw_12_70r.tif; doc_rw_12_70v.tif; doc_rw_12_71r.tif; doc_rw_12_71v.tif; doc_rw_12_72r.tif; doc_rw_12_72v.tif
ref4186,cid4637885,Printed works,Books,"Moss Brothers. Philadelphia, PA, The New England primer improved, or an easy and pleasant guide to the art of reading top which is added the assembly's shorter catechism. Printed by the Moss Brothers, a well known family of printers active in the Jewish community. This is one of the known children chapbooks published by a Jewish firm in United States","The New England primer improved, or an easy and pleasant guide to the art of reading top which is added the assembly's shorter catechism. Printed by the Moss Brothers, a well known family of printers active in the Jewish community. This is one of the known children chapbooks published by a Jewish firm in United States",,,Moss Brothers,"Philadelphia, PA",1845,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 199,doc_ja_phil_199_1r.tif; doc_ja_phil_199_1v.tif; doc_ja_phil_199_2r.tif; doc_ja_phil_199_2v.tif; doc_ja_phil_199_3r.tif; doc_ja_phil_199_3v.tif; doc_ja_phil_199_4r.tif; doc_ja_phil_199_4v.tif; doc_ja_phil_199_5r.tif; doc_ja_phil_199_5v.tif; doc_ja_phil_199_6r.tif; doc_ja_phil_199_6v.tif; doc_ja_phil_199_7r.tif; doc_ja_phil_199_7v.tif; doc_ja_phil_199_8r.tif; doc_ja_phil_199_8v.tif; doc_ja_phil_199_9r.tif; doc_ja_phil_199_9v.tif; doc_ja_phil_199_10r.tif; doc_ja_phil_199_10v.tif; doc_ja_phil_199_11r.tif; doc_ja_phil_199_11v.tif; doc_ja_phil_199_12r.tif; doc_ja_phil_199_12v.tif; doc_ja_phil_199_13r.tif; doc_ja_phil_199_13v.tif; doc_ja_phil_199_14r.tif; doc_ja_phil_199_14v.tif; doc_ja_phil_199_15r.tif; doc_ja_phil_199_15v.tif; doc_ja_phil_199_16r.tif; doc_ja_phil_199_16v.tif; doc_ja_phil_199_17r.tif; doc_ja_phil_199_17v.tif; doc_ja_phil_199_18r.tif; doc_ja_phil_199_18v.tif; doc_ja_phil_199_19r.tif; doc_ja_phil_199_19v.tif; doc_ja_phil_199_20r.tif; doc_ja_phil_199_20v.tif
ref4187,cid4637884,Printed works,Books,"Muhlhauser S. and Levy, Jonas. Washington, DC",,Muhlhauser S.,"Levy, Jonas",,"Washington, DC",1860 March 26,Drawer,Mixed materials,Judaica Americana,Folder,DC 720,doc_ja_dc_720_1r.tif; doc_ja_dc_720_1v.tif; doc_ja_dc_720_2r.tif; doc_ja_dc_720_2v.tif; doc_ja_dc_720_3r.tif; doc_ja_dc_720_3v.tif; doc_ja_dc_720_4r.tif; doc_ja_dc_720_4v.tif; doc_ja_dc_720_5r.tif; doc_ja_dc_720_5v.tif; doc_ja_dc_720_6r.tif; doc_ja_dc_720_6v.tif; doc_ja_dc_720_7r.tif; doc_ja_dc_720_7v.tif; doc_ja_dc_720_8r.tif; doc_ja_dc_720_8v.tif; doc_ja_dc_720_9r.tif; doc_ja_dc_720_9v.tif; doc_ja_dc_720_10r.tif; doc_ja_dc_720_10v.tif; doc_ja_dc_720_11r.tif; doc_ja_dc_720_11v.tif; doc_ja_dc_720_12r.tif; doc_ja_dc_720_12v.tif; doc_ja_dc_720_13r.tif; doc_ja_dc_720_13v.tif; doc_ja_dc_720_14r.tif; doc_ja_dc_720_14v.tif; doc_ja_dc_720_15r.tif; doc_ja_dc_720_15v.tif; doc_ja_dc_720_16r.tif; doc_ja_dc_720_16v.tif; doc_ja_dc_720_17r.tif; doc_ja_dc_720_17v.tif; doc_ja_dc_720_18r.tif; doc_ja_dc_720_18v.tif; doc_ja_dc_720_19r.tif; doc_ja_dc_720_19v.tif; doc_ja_dc_720_20r.tif; doc_ja_dc_720_20v.tif; doc_ja_dc_720_21r.tif; doc_ja_dc_720_21v.tif; doc_ja_dc_720_22r.tif; doc_ja_dc_720_22v.tif; doc_ja_dc_720_23r.tif; doc_ja_dc_720_23v.tif; doc_ja_dc_720_24r.tif; doc_ja_dc_720_24v.tif; doc_ja_dc_720_25r.tif; doc_ja_dc_720_25v.tif; doc_ja_dc_720_26r.tif; doc_ja_dc_720_26v.tif; doc_ja_dc_720_27r.tif; doc_ja_dc_720_27v.tif; doc_ja_dc_720_28r.tif; doc_ja_dc_720_28v.tif; doc_ja_dc_720_29r.tif; doc_ja_dc_720_29v.tif; doc_ja_dc_720_30r.tif; doc_ja_dc_720_30v.tif; doc_ja_dc_720_31r.tif; doc_ja_dc_720_31v.tif; doc_ja_dc_720_32r.tif; doc_ja_dc_720_32v.tif; doc_ja_dc_720_33r.tif; doc_ja_dc_720_33v.tif; doc_ja_dc_720_34r.tif; doc_ja_dc_720_34v.tif; doc_ja_dc_720_35r.tif; doc_ja_dc_720_35v.tif; doc_ja_dc_720_36r.tif; doc_ja_dc_720_36v.tif; doc_ja_dc_720_37r.tif; doc_ja_dc_720_37v.tif; doc_ja_dc_720_38r.tif; doc_ja_dc_720_38v.tif; doc_ja_dc_720_39r.tif; doc_ja_dc_720_39v.tif; doc_ja_dc_720_40r.tif; doc_ja_dc_720_40v.tif; doc_ja_dc_720_41r.tif; doc_ja_dc_720_41v.tif; doc_ja_dc_720_42r.tif; doc_ja_dc_720_42v.tif; doc_ja_dc_720_43r.tif; doc_ja_dc_720_43v.tif; doc_ja_dc_720_44r.tif; doc_ja_dc_720_44v.tif; doc_ja_dc_720_45r.tif; doc_ja_dc_720_45v.tif; doc_ja_dc_720_46r.tif; doc_ja_dc_720_46v.tif; doc_ja_dc_720_47r.tif; doc_ja_dc_720_47v.tif; doc_ja_dc_720_48r.tif; doc_ja_dc_720_48v.tif; doc_ja_dc_720_49r.tif; doc_ja_dc_720_49v.tif; doc_ja_dc_720_50r.tif; doc_ja_dc_720_50v.tif; doc_ja_dc_720_51r.tif; doc_ja_dc_720_51v.tif; doc_ja_dc_720_52r.tif; doc_ja_dc_720_52v.tif
